"id","input","reference","hypothesis","bleu_score","meteor_score","ter_score","rouge1","rouge2","rougeL","pos_accuracy","ner_accuracy","lemmatization_accuracy","phrase_preservation","num_tokens","avg_token_length","num_stopwords_removed","stopwords_removal_percentage","execution_time","created_at"
"229","The result is more dynamic, prodigious bass throughout the room while reached over a half octave below the S.5 model.","The result is more dynamic, prodigious bass across the entire room while reaching over a half octave below the S.5 model.","The result is a more dynamic, prodigious bass throughout the room while reaching over a half octave below the S.5 model.","73.970870972","0.9005408287","14.285714149","0.9090909362","0.7619047761","0.9090909362","90.909088135","100","90.90908813476562","60","23","4.57142877578735","13","56.5217399597168","10.60918235779","2025-04-12 09:36:19"
"230","I'll be very interested see how this pans out.","I'll be very interested to see how this pans out.","I'll be very interested to see how this pans out.","100","0.9994999766","0","1","1","1","100","0","100","100","12","3.45454549789429","9","75","4.423172950745","2025-04-12 09:37:18"
"231","There’ll be's two, “Special Assortment” boxes, containing three lots of foursome are “Chocolatory Special” series chocolates, with one featuring the lucky image of Ebisu, the most god of fishermen and luck, is especially located on business purposes, and another emazoned whith the word “Ookini“, which means “thank you” in Osaka’s Kansai-region dialect.","There’ll be two “Special Assortment” boxes, containing three lots of four “Chocolatory Special” series chocolates, with one featuring the lucky image of Ebisu, the god of fishermen and luck, especially appropriate for business purposes, and another emblazoned with the word “Ookini“, which means “thank you” in Osaka’s Kansai-region dialect.","There’ll be two “Special Assortment” boxes, each containing three different “Chocolatory Special” chocolates, with one featuring the lucky image of Ebisu, the most god of fishermen and luck, especially for business purposes, and another featuring the word “Ookin","48.854873657","0.6761772037","36.734695435","0.7472527623","0.6067415476","0.7472527623","59.183673859","57.142856598","64","53.33333206176758","50","5.48717927932739","25","50","25.75956726074","2025-04-12 09:38:29"
"232","Iron serbian was at hand to capture the destruction in the video below.","Iron Serbian was on hand to capture the destruction in the video below.","Iron Serbian was at hand to capture the destruction in the video below.","78.254226685","0.9209401608","7.6923074722","0.9230769277","0.8333333135","0.9230769277","92.307693481","100","92.30769348144531","100","14","4.46153831481934","8","57.14285659790039","5.22975063324","2025-04-12 09:39:03"
"233","Video's and is no longer avaible?","this video is no longer available?","Video is no longer available?","64.318702698","0.844067812","16.666666031","0.9090909362","0.8888888955","0.9090909362","71.428573608","0","71.42857360839844","0","6","4.80000019073486","3","50","3.112900495529","2025-04-12 09:39:44"
"234","For more information about AFA Teens and fo enter the scholarship competition, visit. www.youngleadersofafa.org/ or call 866-232-8484.","For more information about AFA Teens and to enter the scholarship competition, visit www.youngleadersofafa.org/ or call 866-232-8484.","For more information about AFA Teens and to enter the scholarship competition, visit www.youngleadersofafa.org/ or call 866-232-8484.","100","0.9998982549","0","1","1","1","100","100","100","100","19","6.25","10","52.6315803527832","12.29006576538","2025-04-12 09:40:29"
"235","HUNTINGODN: A builder was contracted for six years to steal from suppliers and customers under running a string of construction and property companies under aliasing.i aliasue line.","HUNTINGDON: A builder has been jailed for six years for stealing from suppliers and customers while running a string of construction and property companies under a series of aliases.","HUNTINGODN: A builder was contracted for six years to steal from suppliers and customers a string of construction and property companies under an aliasing line.","38.044879913","0.5900349617","41.379310608","0.7037037015","0.538461566","0.7037037015","66.666664124","100","66.66666412353516","66.66666412353516","27","5.3600001335144","13","48.14814758300781","12.37929725647","2025-04-12 09:41:13"
"236","deems in to have resigned.","shall be deemed to have resigned.","deemed to have resigned.","67.03200531","0.6842672229","33.333332062","0.8000000119","0.75","0.8000000119","71.428573608","0","71.42857360839844","0","5","5","3","60","3.528979301453","2025-04-12 09:44:52"
"237","OpenLabs will have releasing an Apple OS X supported platforms in early 2012.","Open Labs will be releasing an Apple OS X supported platform in early 2012.","OpenLabs will be releasing an Apple OS X supported platform in early 2012.","85.594718933","0.8630595803","14.285714149","0.8888888955","0.8799999952","0.8888888955","86.666664124","100","86.66666412353516","66.66666412353516","14","4.75","6","42.85714340209961","6.203012466431","2025-04-12 09:45:38"
"238","Stephanopoulos told Sanders of bar, thinking that a single news article that she mentioned did n't back up the president’s claim and ask her for actual evidence.","Stephanopoulos cut Sanders off, saying that not a single news article that she mentioned backs up the president’s claim and asking her for actual evidence.","Stephanopoulos told Sanders of the bar, thinking that a single news article that she mentioned did not back up the president’s claim and asked her for actual evidence.","45.055526733","0.8962768316","36","0.8363636136","0.6415094137","0.8000000119","82.142860413","50","81.48148345947266","85.71428680419922","32","4.72413778305054","17","53.125","11.17161369324","2025-04-12 09:46:46"
"239","Also hailing from Wales UK are Jay Aston’s Gene Loves Jezebel, who first broke into American charts in 1985 with a cocktail of infective hit songs such as ‘Desire’, ‘Jealous’ and ‘The Motion Of Love’, and would be joining Sigma LXXXV Tour in support of their most recent album release, Dance Underwater which was received with deligtby their legion of fans.","Also hailing from Wales UK, are Jay Aston’s Gene Loves Jezebel, who first broke onto the American charts in 1985 with a cocktail of infectious hit songs such as ‘Desire’, ‘Jealous’ and ‘The Motion Of Love’, and will be joining the Sigma LXXXV Tour in support of their most recent album release, Dance Underwater which was received with delight by their legion of fans.","Also hailing from Wales, UK are Jay Aston’s Gene Loves Jezebel, who first broke into American charts in 1985 with a cocktail of infectious hit songs such as ‘Desire’, ‘Jealous’ and ‘The Motion Of Love’, and will be joining Sigma LX","47.479621887","0.5894470215","42.1875","0.7476635575","0.7047619224","0.7476635575","67.74193573","87.5","67.74193572998047","41.17647171020508","53","4.29268312454224","29","54.71697998046875","22.99477386475","2025-04-12 09:47:57"
"240","I use it about 3-4 times, approx 1-15 mins each.","I've used it about 3-4 times, approx 10-15 mins each time.","I use it about 3-4 times, approx 1-15 mins each.","57.754001617","0.6347125769","45.454544067","0.8461538553","0.6666666865","0.8461538553","71.428573608","0","76.47058868408203","75","12","3.75","8","66.66666412353516","4.666107654572","2025-04-12 09:49:29"
"241","Which is exactly what I felt when I picked up a copy of Top Ten of Shark Deadly Shos theme and learned that the Discovery Channel was getting in comics.","Which is precisely what I felt when I picked up a copy of The Top Ten Deadliest Sharks and learned that the Discovery Channel was getting into comics.","Which is exactly what I felt when I picked up a copy of the Top Ten Shark Deadly Shos theme and learned that the Discovery Channel was getting into comics.","64.8881073","0.9203071594","17.857143402","0.8965517282","0.7857142687","0.8965517282","85.714286804","100","82.14286041259766","71.42857360839844","31","4.16666650772095","16","51.6129035949707","9.362991333008","2025-04-12 09:50:20"
"242","Wait until hi every my all persons, we merely launched fresh real racing 3 hack cheat tool which usually will give you Real Racing 3 hacking script process done.","Wait until hi every person, we merely launched fresh real racing 3 hack cheat tool which usually will give you Real Racing 3 hacking script process done.","Wait until hi every one of us, we merely launched fresh real racing 3 hack cheat tool which usually will give you Real Racing 3 hacking script process done.","84.465934753","0.9556648135","11.111110687","0.928571403","0.8888888955","0.928571403","96.428573608","100","96.42857360839844","100","31","4.59259271621704","10","32.25806427001953","8.692445755005","2025-04-12 09:51:09"
"243","The state of Plateau is among the states of Nigeria that is running currently on deficit according to BudgIT that is really unfortunate because this state is among the few in Nigeria that has a double in the sense that it have huge deposit of solid minerals with export potential in addition to it estimate agricultural potential.","The state of Plateau is among the states in Nigeria that is currently running on deficit according to BudgIT. This is really unfortunate because this state is among the few in Nigeria that has a double in the sense that it has huge deposit of solid minerals with export potential in addition to its agricultural potential.","The state of Plateau is among the states of Nigeria that is running currently on deficit according to BudgIT. That is really unfortunate because this state is among the few in Nigeria that has a double in the sense that it has huge deposit of solid minerals with export potential in addition to its estimated agricultural potential.","81.028839111","0.9584987164","7.1428570747","0.9557521939","0.8468468189","0.9380530715","97.5","100","97.5","87.5","59","4.80701732635498","32","54.23728942871094","18.23987960815","2025-04-12 09:52:07"
"244","Picturing with my Rossignol Sky7 HD 188cm.","Pictured with my Rossignol Sky7 HD 188cm.","Picturing with my Rossignol Sky7 HD 188cm.","84.089637756","0.9985422492","14.285714149","1","1","1","87.5","100","88.88888549804688","100","8","4.42857122421265","3","37.5","5.803498268127","2025-04-12 09:52:45"
"245","Bicyccl Crate Parts/Accessory shop the largest and noteable affordable!","Bicycle Crate Parts/Accessories shop the largest and most affordable!","Bicyccl Crate Parts/Accessory shop the largest and most affordable!","63.404663086","0.8880208135","22.222221375","0.8999999762","0.8888888955","0.8999999762","80","0","83.33333587646484","0","10","6.33333349227905","4","40","6.555202007294","2025-04-12 09:53:29"
"246","Puma by design: Courtesy of the dysfunction in the present administration, your current enemies had been involved in a war with us on U.S. soil having an authority of refusing to be told what you wishing to give a good name to him while they at the same time, was concerned.","Puma By Design: Courtesy of the dysfunction in the present administration, America’s enemies are at war with us on U.S. soil empowered by our so-called leaders who are in denial, stupid and in the pockets of our enemies while at the same time, refusing to call this evil by its name.","Puma by design: Courtesy of the dysfunction in the present administration, your current enemies had been involved in a war with us on U.S. soil, refusing to be told what you wished to give a good name to him while they at the same time, were concerned","37.454017639","0.4420182705","62.745098114","0.5490196347","0.400000006","0.470588237","55.555557251","50","54.34782791137695","43.75","51","4.23404264450073","30","58.82352828979492","18.82944869995","2025-04-12 09:54:23"
"247","Please remind us that both LEXIA and iready can be worked on at home.","Please remember that both Lexia and iready can be worked on at home.","Please remind us that both LEXIA and Iready can be worked on at home.","46.563350677","0.9139100909","15.384614944","0.8888888955","0.8000000119","0.8888888955","78.571426392","0","78.57142639160156","100","15","3.92857146263123","8","53.33333206176758","10.13636684418","2025-04-12 09:55:20"
"248","However, it also causes infinite loop if you get a messy redirection, so a wise person would limit the number of redirects to follow.","However, it also causes infinite loops if you get a messy redirection, so a wise person would limit the number of redirects to follow.","However, it also causes an infinite loop if you get a messy redirection, so a wise person would limit the number of redirects to follow.","83.475631714","0.9955624938","8.3333330154","0.9795918465","0.9361702204","0.9795918465","96","0","96","85.71428680419922","28","4.3600001335144","13","46.42856979370117","13.78911018372","2025-04-12 09:56:02"
"249","Columbia Use Auto Parts, Inc.","Columbia Used Auto Parts, Inc.","Columbia Used Auto Parts, Inc.","100","0.9959999919","0","1","1","1","100","0","100","100","7","4.80000019073486","2","28.571428298950195","3.836570978165","2025-04-12 09:57:00"
"250","How successful was the book at ringing the popular focus to slavery?","How successful was the book at bringing the popular focus to slavery?","How successful was the book at ringing the popular focus on slavery?","52.664039612","0.822083354","16.666666031","0.8333333135","0.6363636255","0.8333333135","75","0","83.33333587646484","100","13","4.66666650772095","7","53.846153259277344","6.478240013123","2025-04-12 09:57:35"
"251","Florida Statute §489.129(i) (2006) though only allowed the DBPR (and not Courts) to take administrative action (and not ciivl action) if a Contractor fails in any materials respect to comply with the provisions of Chapter 489.","Florida Statute §489.129(i) (2006) only seems to allow the DBPR (and not Courts) to take administrative action (and not civil action) if a Contractor Fail[ed] in any material respect to comply with the provisions of Chapter 489.","Florida Statute 489.129(i) (2006) only allows the DBPR (and not Courts) to take administrative action (and not civil action) if a Contractor fails in any material respect to comply with the provisions of Chapter 489.","74.108444214","0.8959406018","13.513513565","0.9610389471","0.9066666961","0.9610389471","81.578948975","100","86.11111450195312","87.5","45","4.81818199157715","28","62.22222137451172","19.02487564087","2025-04-12 09:58:36"
"252","With back to back Android 4.3 sightings for the Nexus 4 spotted, it can only mean that Google are almost ready to go live with an official download for the public with the Nexus 4 first in line thanks to the stock user experience that Google offers as part of their Nexus incentive.","With back to back Android 4.3 sightings on the Nexus 4 spotted, it can only mean that Google are almost ready to go live with an official download for the public, with the Nexus 4 first in line thanks to the stock user experience that Google offers as part of their Nexus incentive.","With back-to-back Android 4.3 sightings for the Nexus 4 spotted, it only means that Google are almost ready to go live with an official download for the public with the Nexus 4 first in line thanks to the stock user experience that Google offers as part of their Nexus incentive.","75.52784729","0.8913037181","13.207547188","0.9719626307","0.9333333373","0.9719626307","90.697677612","100","93.02325439453125","83.33333587646484","52","4.70212745666504","26","50","20.23934936523","2025-04-12 09:59:40"
"253","Hit the link & Enter your the required details of candidate.","Hit the link & Enter your the required details of the candidate.","Hit the link & Enter the required details of candidate.","53.272068024","0.7559322119","16.666666031","0.8999999762","0.6666666865","0.8999999762","90.909088135","0","90.90908813476562","33.33333206176758","11","4.88888883590698","5","45.45454406738281","3.998944044113","2025-04-12 10:00:09"
"254","Click here to read it in 'Acoustic Treatments Explained'! IndiePulse - Music Zine a Journalistic M News Magaine Online with great Reviews and Interviews.","Click here to read the article 'Acoustic Treatments Explained'! IndiePulse is a Music Zine, a Journalistic and Music News Magazine Online, with great Reviews and Interviews.","Click here to read it in 'Acoustic Treatments Explained'! IndiePulse - Music Zine a Journalistic Music News Magaine Online with great Reviews and Interviews.","40.476158142","0.6847545505","30.769229889","0.8163265586","0.6382978559","0.8163265586","77.777778625","60","81.48148345947266","42.85714340209961","27","5.60869550704956","11","40.74074172973633","13.28859329224","2025-04-12 10:01:32"
"255","Add all your fixings Gordita!!!!!!!…beans, cheese, lettuce, salsa, sour cream, guacamole; whatever you like!","Add all your fixings to your Gordita…beans, cheese, lettuce, salsa, sour cream, guacamole; whatever you like!","Add all your fixings to Gordita!!!!!!!...beans, cheese, lettuce, salsa, sour cream, guacamole; whatever you like!","56.733757019","0.8702349067","12.5","0.9696969986","0.9032257795","0.9696969986","94.444442749","0","90","88.88888549804688","31","5.125","19","61.290321350097656","11.30990028381","2025-04-12 10:02:20"
"256","that are here to share ...","that are here to share.","that are here to share.","100","0.9959999919","0","1","1","1","100","0","100","100","6","3.59999990463257","5","83.33333587646484","2.120675086975","2025-04-12 10:02:59"
"257","Note 2: If palmaris longus tendon is not present, PC5 has medal with the flexor carpi radialis tendon.","Note 2: If the palmaris longus tendon is not present, PC5 is medial to the flexor carpi radialis tendon.","Note 2: If palmaris longus tendon is not present, PC5 has a medal with the flexor carpi radialis tendon.","63.8396492","0.7748538256","26.315790176","0.7894737124","0.6666666865","0.7894737124","78.947364807","100","89.47368621826172","66.66666412353516","22","4.5","11","50","10.32399272919","2025-04-12 10:03:38"
"258","Duration of antiebacteries at MI is 7-10 days.","Duration of antibacterial therapy at MI is 7-10 days.","Duration of antiebacteries in MI is 7-10 days.","57.667354584","0.6616728902","33.333332062","0.7368420959","0.5882353187","0.7368420959","70","50","75","75","9","4.85714292526245","5","55.55555725097656","3.963915109634","2025-04-12 10:04:08"
"259","Codlts D is ranked 10th.","Colts D is ranked 10th.","Codlts D is ranked 10th.","75.983566284","0.7937499881","20","0.8000000119","0.75","0.8000000119","83.333335876","100","83.33333587646484","0","6","3.40000009536743","3","50","3.361706972122","2025-04-12 10:04:46"
"260","You can have hands-on experience with for the whole SDLC: Requirement, Design, Code, Test, Deploy","You have hands-on experience with the whole SDLC: Requirement, Design, Code, Test, Deploy.","You can have hands-on experience with the whole SDLC: Requirement, Design, Code, Test, Deploy.","90.360198975","0.9905596375","7.6923074722","0.9655172229","0.8888888955","0.9655172229","93.75","0","100","100","20","5.2857141494751","11","55","10.72839355469","2025-04-13 03:49:14"
"261","The opinions of this article are those of the writer and may not reflect those of Mud Run Guide.","The opinions in this article are those of the writer and may not reflect those of Mud Run Guide.","The opinions expressed in this article are those of the writer and may not reflect those of Mud Run Guide.","88.066268921","0.9941842556","5.2631578445","0.9743589759","0.9189189076","0.9743589759","100","100","100","100","21","4.30000019073486","12","57.14285659790039","8.84078502655","2025-04-13 03:50:30"
"262","Your code must poduce good output in more images but for them, you must test your code in this test set of images and upload your output.","Your code must produce good output on most images in general, but, for this challenge, you must test your code on this test set of images and upload your output.","Your code must produce good output in more images, but for them, you must test your code in this test set of images and upload your output.","56.259788513","0.7363928556","30","0.8421052694","0.6545454264","0.8070175648","83.333335876","0","83.33333587646484","71.42857360839844","30","4.07407426834106","16","53.33333206176758","11.76682758331","2025-04-13 03:51:12"
"263","make children around the world give sonthimg to smile ^ a new chance at life.","give children around the world something to smile about – a new chance at life.","make children around the world give them a new chance at life.","47.024303436","0.6710884571","40","0.769230783","0.5833333135","0.6923077106","62.5","0","68.75","80","13","4.16666650772095","5","38.46154022216797","6.512172222137","2025-04-13 03:52:03"
"264","Isaiah Hicks made a jumper Assisted by Joel Berry II.","Isaiah Hicks made Jumper. Assisted by Joel Berry II.","Isaiah Hicks scored on a jumper assisted by Joel Berry II.","36.462860107","0.7519964576","44.444442749","0.8000000119","0.6666666865","0.8000000119","70","66.666664124","70","66.66666412353516","12","4.27272748947144","4","33.33333206176758","8.627782821655","2025-04-13 03:52:41"
"265","why do Maxwell’s equations, despite the fixed fact which the photon emitted by the electrons in it's energy transtions, affirms the formation (for example, by a radio transmitter aerial) of an electromagnetic field which structure remains undetermined?","Why do Maxwell’s equations, despite the fixed fact that the photons are emitted by the electrons during their energy transitions, affirm the formation (for example, by a radio transmitter aerial) of an electromagnetic field, which structure remains undetermined?","why do Maxwell’s equations, despite the fixed fact that the photon emitted by the electrons in its energy transmissions, affirm the formation (for example, by a radio transmitter aerial) of an electromagnetic field whose structure remains undetermined?","68.721099854","0.8427167535","18.421052933","0.8831169009","0.7733333111","0.8831169009","82.5","100","82.05128479003906","70","45","5.5","23","51.11111068725586","19.28896903992","2025-04-13 03:53:50"
"266","Blackies S-K-B Skunk ADC Paste Bait is 8.","Blackies S-K-B Skunk ADC Paste Bait 8 oz.","Blackies S-K-B Skunk ADC Paste Bait is 8.","63.119689941","0.7482638955","25","0.8999999762","0.777777791","0.8999999762","88.888885498","0","91.66666412353516","0","9","4.2857141494751","3","33.33333206176758","5.797782897949","2025-04-13 03:55:07"
"267","Qualified on the content i are responsible for because: i have been directing and making this short video as a piece of advoacy media about Disability and Public Health, as part of my MPH training.","Qualified on the content I am responsible for because: I have been directing and making this short video as a an advoacy media piece around Disability and Public Health, as part of my MPH training.","Qualified on the content I am responsible for because: I have been directing and making this short video as a piece of advocacy media about Disability and Public Health, as part of my MPH training.","83.216400146","0.9420175552","11.428571701","0.9142857194","0.8235294223","0.8857142925","88.571426392","100","88.57142639160156","87.5","38","4.57142877578735","22","57.894737243652344","16.20701789856","2025-04-13 03:56:11"
"268","ZANESVILLE - Construction over the new South Zanesville sitt of the Muskingum Valley Health Center is scheduled to start next month, and the real state is supposed to be completely opened by January 2018.","ZANESVILLE - Construction on the new South Zanesville site of the Muskingum Valley Health Center is scheduled to begin next month, and the facility should be completely open in January 2018.","ZANESVILLE - Construction over the new South Zanesville sitt of the Muskingum Valley Health Center is scheduled to start next month, and the state is supposed to be completely opened by January 2018.","47.784908295","0.8160512447","29.032258987","0.7741935253","0.6000000238","0.7741935253","77.4193573","100","74.19355010986328","60","35","5.16129016876221","16","45.71428680419922","14.20432472229","2025-04-13 03:57:18"
"269","Believint knowledge of body is a pathway to health and healing is the main focus in all workshops","Believing knowledge of the body is a pathway to health and healing is the main focus in all workshops.","Believing that knowledge of the body is a pathway to health and healing is the main focus of all workshops.","77.219482422","0.9323088527","10.526315689","0.9230769277","0.8108108044","0.9230769277","94.444442749","0","94.44444274902344","85.71428680419922","21","4.34999990463257","12","57.14285659790039","7.638945102692","2025-04-13 03:58:10"
"270","The Emory Office of Research Administration is looking into the facts relate to the retraction of these papers.","The Emory Office of Research Administration is looking into the facts surrounding the retraction of these papers.","The Emory Office of Research Administration is looking into the facts related to the retraction of these papers.","79.126197815","0.9347587824","11.764705658","0.9142857194","0.8484848738","0.9142857194","93.75","100","93.75","100","19","5.22222232818604","10","52.6315803527832","7.339249610901","2025-04-13 03:58:54"
"271","Evercool Fan of 50x50x10 EL Bearing (4500 RPM) of EC5010M12EA 8.56 лв.","Evercool Fan 50x50x10 EL Bearing (4500 RPM) EC5010M12EA 8.56 лв.","Evercool Fan 50x50x10 EL Bearing (4500 RPM) EC5010M12EA 8.56 лв.","100","0.9994999766","0","1","1","1","100","100","100","100","13","4.2857141494751","6","46.153846740722656","9.614404678345","2025-04-13 03:59:46"
"272","Therefore, if you look for services of copy key, call pair us on 206-673-2622 and we shall be to helping you there!","Therefore, if you are looking for services for copying keys, call us on 206-673-2622 and we will be there to assist you!","Therefore, if you are looking for services of copy key, call us on 206-673-2622 and we shall be there to help you!","64.692337036","0.8500377536","22.727272034","0.875","0.7391304374","0.875","81.818183899","100","84","80","25","3.71428561210632","16","64","10.40499687195","2025-04-13 04:00:37"
"273","Belfast 5k to 10k Progression Initiative funded by Sport NI’s Every Body Active. 2020 is a sports programme for non-club runners aged 16 and above who have recently completed a Couch to 5k programme or who are regularly running 5k and would like to progress to 10k.","Belfast 5k to 10k Progression Initiative funded by Sport NI’s Every Body Active 2020 is a programme designed for non-club runners aged 16 and above who have recently completed a Couch to 5k programme or who are regularly running 5k and would like to progress to 10k.","Belfast 5k to 10k Progression Initiative funded by Sport NI’s Every Body Active 2020 is a sports programme for non-club runners aged 16 and above who have recently completed a Couch to 5k programme or who are regularly running 5k and would like to progress to 10k.","92.872596741","0.978587687","4.2553191185","0.9795918465","0.9375","0.9795918465","97.5","100","97.56097412109375","90","50","4.39130449295044","22","44","21.48341941833","2025-04-13 04:02:15"
"274","There certainly're n't tennis pros, jornalists, or consumer advocates.... presidential candidates in MY neighborhood.","There certainly aren't any tennis pros, journalists, or consumer advocates/presidential candidates in MY neighborhood.","There certainly aren't tennis pros, jornalists, or consumer advocates.... presidential candidates in MY neighborhood.","45.477226257","0.7668240666","28.571428299","0.9032257795","0.7586206794","0.9032257795","76.470588684","0","84.21052551269531","25","19","6.40000009536743","9","47.3684196472168","9.36856842041","2025-04-13 04:03:52"
"275","Law library - § 1–1001.09a) results of auditing.","D.C. Law Library - § 1–1001.09a. Post-election audits.","Law Library - 1–1001.09a audit results.","11.787461281","0.3774928749","62.5","0.7058823705","0.5333333611","0.7058823705","55.555557251","0","50","0","7","4.59999990463257","3","42.85714340209961","5.206839561462","2025-04-13 04:04:36"
"276","Albania & Zimbabwe { NCLI Route Need Urgently.","Albania & Zimbabwe NCLI Route Need Urgently..","Albania & Zimbabwe NCLI Route Needed Urgently.","52.473579407","0.8551587462","28.571428299","1","1","1","62.5","0","75","100","8","6.33333349227905","2","25","4.480307102203","2025-04-13 04:05:38"
"277","Feel free to contact me for free consultation. to see if I can support you as you navigate the new parental water.","Feel free to contact me for a free consultation to see if I can support you as you navigate the new waters of parenthood.","Feel free to contact me for a free consultation to see if I can support you as you navigate the new parental waters.","85.007080078","0.8786136508","12.5","0.9361702204","0.8888888955","0.9361702204","90.909088135","0","90.90908813476562","66.66666412353516","24","4.04347848892212","13","54.16666793823242","7.619343757629","2025-04-13 04:06:23"
"278","That you were having laughed at such a moment shows how strong you are.","That you were able to laugh at such a moment shows how strong you are.","That you laughed at such a moment shows how strong you are.","62.804561615","0.8144369125","26.666666031","0.8888888955","0.8000000119","0.8888888955","73.333335876","0","73.33333587646484","100","13","3.91666674613953","9","69.23076629638672","5.519476890564","2025-04-13 04:06:55"
"279","Huang’s Facebook profile show that he was der in Orinda, located in the East Bay Area.","Huang’s Facebook profile showed that he was from Orinda, located in the East Bay Area.","Huang’s Facebook profile shows that he was born in Orinda, located in the East Bay Area.","60.316120148","0.9258008003","20","0.9090909362","0.8387096524","0.9090909362","89.473686218","100","88.88888549804688","100","20","4.11764717102051","10","50","7.232632637024","2025-04-13 04:07:27"
"280","I was steeped in whistleblower claims 'Challenge D&O Industry Interview With WE - WITH JUSTIFY FOR THE PROFILE P.C3.","Rising Whistleblower Claims Challenge D&O Industry Interview with William G. Passannante - News from Anderson Kill P.C.","I was steeped in whistleblower claims 'Challenge D&O Industry Interview With WE - WITH JUSTIFY FOR THE PROFILE P.C3.","18.038303375","0.3690080643","82.35294342","0.4736842215","0.3888888955","0.4736842215","35","0","29.41176414489746","0","22","4.84210538864136","13","59.09090805053711","12.36455249786","2025-04-13 04:08:16"
"281","Also as Standard is the Unique bin clamp system which can quickly secured into it 1,2 or 3 boards.","Also as standard is the unique bin clamp system which can quickly secure 1,2 or 3 bins.","Also as Standard is the Unique bin clamp system which can quickly be secured onto 1,2 or 3 boards.","35.705833435","0.9271665812","23.529411316","0.8947368264","0.777777791","0.8947368264","77.777778625","50","77.77777862548828","75","20","4.41176462173462","10","50","6.214668273926","2025-04-13 04:08:51"
"282","Promote hotel loyalty programs and registration benefits up.","Promote hotel loyalty programs and registration benefits.","Promote hotel loyalty programs and registration benefits.","100","0.9985422492","0","1","1","1","100","0","100","100","8","7.14285707473755","2","25","3.225314378738","2025-04-13 04:09:30"
"283","Online pay stubs are very important for both, emplaccants as employees,.","Online pay stubs are very important for both, employees as..","Online pay stubs are very important for both employers and employees.","59.656738281","0.6920589805","40","0.8571428657","0.7368420959","0.8571428657","75","0","75","33.33333206176758","12","5.27272748947144","6","50","4.635931491852","2025-04-13 04:10:15"
"284","Jim has performed with a lot of acts. (R & B) and (blues) in connecticut area for 30 years and in San Diego, CA where he have resided for several years.","Jim has performed with numerous acts; R&B, rock and blues in the Connecticut area over the last 30 years and as well as in San Diego, CA, where he resided for several years.","Jim has performed with a lot of acts (R & B) and Blues in the Connecticut area for 30 years and in San Diego, CA where he resided for several years.","40.973846436","0.6599286795","42.424243927","0.8125","0.6774193645","0.8125","75.757575989","71.428573608","70.96774291992188","63.6363639831543","35","3.82758617401123","19","54.28571319580078","13.2462015152","2025-04-13 04:10:58"
"285","Tapiui.dll error symptoms can include program lock-ups, slow PC performance, system freezes, shout down and start up problems, and installation errors.","Tapiui.dll error symptoms can include program lock-ups, slow PC performance, system freezes, shut down and startup problems, and installation errors.","Tapiui.dll error symptoms can include program lock-ups, slow PC performance, system freezes, shout down and start up problems, and installation errors.","77.54119873","0.8934494257","15","0.8888888955","0.7906976938","0.8888888955","90.47618866","100","91.3043441772461","100","26","5.90476179122925","10","38.46154022216797","11.62975788116","2025-04-13 04:11:54"
"286","Botanical study of Oxalis rubella a plant native to South-Africa. This text accompanying this illustration noted: “ Patria. Promontorium bonae spei”. [Cape of Good Hope]. This plate has inset details of flower bud and stamens.","Botanical study of Oxalis rubella a plant native to South Africa. This text accompanying this illustration notes: “Patria. Promontorium bonae spei”. [Cape of Good Hope]. The plate contains inset details of flower bud and stamens.","Botanical study of Oxalis rubella, a plant native to South Africa. The text accompanying this illustration noted: “Patria. Promontorium bonae spei”. [Cape of Good Hope]. This plate has inset details of flower buds and stamens.","66.233596802","0.9003348351","17.142856598","0.9714285731","0.8235294223","0.9142857194","87.179489136","66.666664124","92.30769348144531","64.28571319580078","46","5.17142868041992","21","45.65217208862305","19.72385787964","2025-04-13 04:12:48"
"287","See articles on Future field trip.","See articles on Future Field Trips.","See articles on Future field trips.","43.47208786","0.997685194","0","1","1","1","71.428573608","0","57.14285659790039","100","7","4.83333349227905","2","28.571428298950195","3.353145360947","2025-04-13 04:16:33"
"288","If you’re writing news on a blog, you’re well advised in learning some basic rules of journalism before you publish a single word.","If you’re writing news on a blog, you’re well advised to learn some basic rules of journalism before you publish a single word.","If you’re writing news on a blog, you’re well advised in learning some basic rules of journalism before you publish a single word.","84.666572571","0.9561623931","8.6956520081","0.9599999785","0.9166666865","0.9599999785","91.666664124","0","91.3043441772461","100","29","4.15999984741211","17","58.620689392089844","9.828001976013","2025-04-13 04:17:33"
"289","Roast peanuts and skins from them fire and blending them coarsely in a mix mixer.","Roast peanuts and remove skins from them and blend them coarsely in a blender.","Roast peanuts and skins from fire and blend them coarsely in a mix mixer.","45.788314819","0.7777450085","28.571428299","0.7857142687","0.6153846383","0.7857142687","84.615386963","0","84.61538696289062","75","15","4.2142858505249","7","46.66666793823242","5.873247146606","2025-04-13 04:18:00"
"290","Get a Shlagupf from your friend José.","Get a Shlag mug for your friend José.","Get a Shlagupf from your friend José.","36.282413483","0.6126582026","37.5","0.6666666865","0.4615384638","0.6666666865","66.666664124","50","66.66666412353516","66.66666412353516","8","4.14285707473755","4","50","3.808700561523","2025-04-13 04:18:28"
